City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
440,Pithoro,PK,80.11,clear sky,25.5167,69.3833,Village Haji Muhammad Yousif Panhwar
441,Charters Towers,AU,76.35,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
442,Biratnagar,NP,76.19,overcast clouds,26.4831,87.2834,HOTEL SHUVA
443,Virginia Beach,US,79.0,clear sky,36.8529,-75.978,Hilton Virginia Beach Oceanfront
444,Kuliyapitiya,LK,76.68,overcast clouds,7.4688,80.0401,Rest House
445,Mandera,KE,77.14,few clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
447,Athabasca,CA,52.21,broken clouds,54.7169,-113.2854,Athabasca Lodge Motel
449,Rabo De Peixe,PT,71.11,few clouds,37.8,-25.5833,Quinta das Giestas
450,Foca,TR,71.55,clear sky,38.6703,26.7566,Huri&Nuri Hotel
452,Acapulco,MX,76.82,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
453,Lekoni,GA,73.78,overcast clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
457,Tabuk,PH,75.45,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
458,Pangkalanbuun,ID,75.11,heavy intensity rain,-2.6833,111.6167,Grand Kecubung Hotel
459,Erenhot,CN,51.24,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
461,Swan River,CA,57.09,overcast clouds,52.1058,-101.2676,Super 8 by Wyndham Swan River MB
465,Road Town,VG,80.69,overcast clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
466,Nurota,UZ,67.82,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
469,Atessa,IT,56.52,broken clouds,42.0693,14.4511,Hotel Ristorante Al Duca
471,Palm Coast,US,82.09,scattered clouds,29.585,-81.2078,Hammock Beach Golf Resort & Spa
472,Kuala Terengganu,MY,76.95,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
474,Mattru,SL,72.79,moderate rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
476,Morro Bay,US,79.18,few clouds,35.3658,-120.8499,Inn at Morro Bay
477,Necochea,AR,62.26,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
478,Athens,GR,81.7,clear sky,37.9795,23.7162,Safestay Athens
481,Namibe,AO,66.54,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
485,Carballo,ES,68.76,overcast clouds,43.213,-8.691,Pazo do Souto
486,Kalangala,UG,67.35,scattered clouds,-0.3089,32.225,Ssese Habitat Resort
487,Balingasay,PH,80.73,broken clouds,16.3573,119.8564,Rock Garden Resort
488,Gigmoto,PH,81.28,overcast clouds,13.7796,124.39,Cj's Travellers Inn
489,Plessisville,CA,53.87,overcast clouds,46.2186,-71.762,Motel le Phare
490,Guilin,CN,75.31,scattered clouds,25.2819,110.2864,Grand 0773 Hotel
491,Forestville,US,79.25,clear sky,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
492,Mahebourg,MU,71.26,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
493,Melilla,ES,75.58,overcast clouds,35.2937,-2.9383,Hotel Anfora
495,Kindu,CD,70.7,overcast clouds,-2.95,25.95,Résidence Okanda
496,Jumla,NP,59.14,overcast clouds,29.2747,82.1838,Royal Garden Hotel
497,Akyab,MM,79.41,overcast clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
498,Chincha Alta,PE,63.19,few clouds,-13.4099,-76.1323,Casa Andina Standard Chincha
499,Cody,US,74.01,overcast clouds,44.5263,-109.0565,"Holiday Inn Cody-at Buffalo Bill Village, an IHG Hotel"
500,Kutum,SD,72.88,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
501,Lashio,MM,66.09,broken clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
503,Beira,MZ,69.89,clear sky,-19.8436,34.8389,Beira Terrace Hotel
504,Mocuba,MZ,69.57,clear sky,-16.8392,36.9856,Phama Lodge
505,Chengde,CN,58.62,clear sky,40.9725,117.9361,Super 8 Hotel
507,Fare,PF,77.94,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
508,Saint-Joseph,RE,68.38,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
509,Las Choapas,MX,79.84,overcast clouds,17.9333,-94.0833,Hotel Jysmak
510,Logrono,ES,56.7,clear sky,42.4667,-2.45,Hotel Gran Vía Logroño
511,Antalaha,MG,66.11,light rain,-14.9003,50.2788,Hotel Vitasoa
512,Warrington,GB,59.11,broken clouds,53.3925,-2.5802,Villaggio Hotel
517,Iquique,CL,60.84,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
519,Dunedin,NZ,51.8,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
520,Nabire,ID,73.92,broken clouds,-3.3667,135.4833,Hotel Nusantara I
522,El Alto,PE,64.8,scattered clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
523,Catamarca,AR,82.78,broken clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
525,Juliaca,PE,51.04,clear sky,-15.5,-70.1333,Don Julio Hotel
527,Nicoya,CR,75.36,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
528,Palasa,IN,79.11,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
529,Narsaq,GL,61.02,overcast clouds,60.9167,-46.05,Sleep In Narsaq
530,Puerto Del Rosario,ES,76.75,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
532,Shitanjing,CN,62.74,broken clouds,39.2342,106.3439,Yingbin Hotel
533,Lima,PE,59.25,broken clouds,-12.0432,-77.0282,Hotel Kamana
534,Pandan,PH,81.66,overcast clouds,14.0453,124.1694,Bonifacio Lodge
535,Calabozo,VE,77.59,overcast clouds,8.9242,-67.4293,Hotel Giardini
536,De-Kastri,RU,55.58,overcast clouds,51.4667,140.7833,Somon Hotel
537,Gimli,CA,59.02,overcast clouds,50.6336,-96.9907,Lakeview Gimli Resort
538,Sumenep,ID,79.59,broken clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
539,Careiro Da Varzea,BR,83.01,light rain,-3.2003,-59.8119,POUSADA DA ALDENORA
542,Challans,FR,55.6,clear sky,46.8436,-1.8749,Citotel Le Challans
543,Roebourne,AU,69.82,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
545,Madisonville,US,83.95,clear sky,37.3281,-87.4989,Days Inn by Wyndham Madisonville
546,Port Blair,IN,80.4,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
547,Bend,US,67.23,overcast clouds,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
548,Hami,CN,65.46,broken clouds,42.8,93.45,Laoyutang Resort
551,Salimpur,IN,79.52,clear sky,28.128,76.2766,Ashok kumar
552,Kanigiri,IN,81.16,overcast clouds,15.4,79.5167,COMFORT INN
553,Ginir,ET,60.49,scattered clouds,7.1333,40.7,Sura Dare Village
554,Mincivan,AZ,74.52,clear sky,39.0294,46.7185,اقامتگاه منجوان
555,Yarim,YE,59.22,overcast clouds,14.298,44.3779,وليد المسوري ابو اسد
556,Jiblah,YE,65.64,overcast clouds,13.9216,44.1467,Tiger Tower Hotel
558,Dwarka,IN,80.31,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
559,Norrtalje,SE,50.02,overcast clouds,59.758,18.705,Norrtälje Vandrarhem Hvilan
561,Kuusamo,FI,50.04,light rain,65.9667,29.1833,Hotel Kuusanka
562,Bandikui,IN,78.89,scattered clouds,27.05,76.5667,Mudgal's Paradise (Ravi Mudgal)
563,Kurilsk,RU,63.7,overcast clouds,45.2333,147.8833,Hotel Ostrov
566,Alice Springs,AU,57.22,clear sky,-23.7,133.8833,Desert Palms Alice Springs
568,Kalat,PK,62.8,clear sky,29.0225,66.5916,Balochi Biryani
569,Tucurui,BR,84.36,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
570,Kandrian,PG,83.43,light rain,-6.2167,149.55,Kandrian Station
571,Ponta Delgada,PT,72.32,few clouds,37.7333,-25.6667,Vila Nova Hotel
573,Medea,DZ,63.18,clear sky,36.2642,2.7539,Hôtel M'Sallah
574,Hobyo,SO,75.79,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
575,Cabatuan,PH,78.51,overcast clouds,10.8794,122.486,MVC Transient Room
577,Kuryk,KZ,71.42,broken clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
578,Mount Gambier,AU,51.71,broken clouds,-37.8333,140.7667,The Commodore
579,Huejuquilla El Alto,MX,74.01,overcast clouds,22.6,-103.8667,Hotel Huexuquillan
584,Sovetskiy,RU,51.26,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
585,Pacific Grove,US,75.24,scattered clouds,36.6177,-121.9166,Lovers Point Inn
586,Hanzhong,CN,67.17,overcast clouds,33.0728,107.0303,Guorui Hotel
589,Mehran,IR,84.47,clear sky,33.1222,46.1646,بوتیک زنانه بهار
590,Longhua,CN,78.15,broken clouds,23.6137,114.1919,Huadu Hotel
591,Kharan,PK,81.82,clear sky,28.5833,65.4167,Dil Aram Bangla
592,Shu,KZ,60.84,broken clouds,43.5983,73.7614,Shyngyzkhan
593,Marzuq,YE,81.21,broken clouds,14.4,46.4667,حيد القفلة
597,Hearst,CA,53.85,overcast clouds,49.6835,-83.6665,Companion
599,Rio Do Sul,BR,53.2,clear sky,-27.2142,-49.6431,Hotel | Restaurante Aliança Express
600,Ulladulla,AU,59.9,few clouds,-35.35,150.4667,Sandpiper Motel
601,Palafrugell,ES,69.46,broken clouds,41.9174,3.1631,Hotel La Torre
602,Camamu,BR,70.86,few clouds,-13.9447,-39.1039,Hotel Rio Acarai
603,Huarmey,PE,64.92,few clouds,-10.0681,-78.1522,Hotel Miramar
604,Banepa,NP,64.89,overcast clouds,27.6298,85.5214,Dhulikhel Lodge Resort
605,Sungairaya,ID,77.07,overcast clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
606,Mooresville,US,80.13,clear sky,35.5849,-80.8101,Fairfield Inn Charlotte Mooresville/Lake Norman
607,Lumsden,CA,71.01,overcast clouds,50.6501,-104.8678,Lumsden Hotel & Steak Pit
611,Oriximina,BR,81.82,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
612,Taunggyi,MM,63.07,overcast clouds,20.7833,97.0333,True Treasure Hotel
613,Bonthe,SL,76.1,moderate rain,7.5264,-12.505,Bonthe Holiday Village
614,Port Hardy,CA,60.98,few clouds,50.6996,-127.4199,Airport Inn-Port Hardy
615,Granada,ES,66.15,clear sky,37.25,-3.25,CORTIJO EL AVELLANO
616,Pokhara,NP,68.95,overcast clouds,28.2333,83.9833,OYO 170 Hotel View Point
617,Batemans Bay,AU,57.09,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
618,Martapura,ID,75.34,overcast clouds,-3.4167,114.85,Montana Hotel Syariah
619,Pingliang,CN,57.52,broken clouds,35.5392,106.6861,North Gate Hostel
620,Esna,EG,78.82,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
623,Skibbereen,IE,50.09,scattered clouds,51.55,-9.2667,The West Cork Hotel
624,Port-Gentil,GA,78.76,overcast clouds,-0.7193,8.7815,Fengshui Residence
626,Nueva Guinea,NI,78.42,overcast clouds,11.6876,-84.4562,Posadita La Reyna
627,Huaidian,CN,69.78,clear sky,33.4333,115.0333,Xihuan Hotel
628,Mackay,AU,74.68,clear sky,-21.15,149.2,International Lodge Motel
629,Cape Girardeau,US,81.99,clear sky,37.3834,-89.7168,Independence Park Mobile Home Court
630,Tricase,IT,73.31,clear sky,39.9304,18.3553,Hotel Adriatico
631,Coos Bay,US,61.99,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
632,Aswan,EG,83.5,clear sky,24.0934,32.907,Nuba Nile
633,Moose Factory,CA,57.2,clear sky,51.2585,-80.6094,Moosonee Lilypad
637,Mogadishu,SO,76.37,clear sky,2.0371,45.3438,Hotel Juba
639,Salamanca,ES,67.62,broken clouds,40.8333,-6.0,Palacio Carrascalino
641,Portel,BR,80.24,overcast clouds,-1.9356,-50.8211,Kitnet do Marcos
645,Xichang,CN,63.75,scattered clouds,27.8964,102.2634,Xichang ibis Hotel
646,Abnub,EG,77.22,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
647,Kedougou,SN,75.78,thunderstorm,12.5579,-12.1743,Relais de Kédougou
648,Khor,RU,58.42,overcast clouds,47.8861,134.9464,Gostinitsa Deksi
649,Sioux Lookout,CA,59.07,light intensity drizzle,50.1001,-91.917,Knobby's Fly-In Camps
650,Constantine,DZ,69.21,scattered clouds,36.365,6.6147,Grand Hotel Cirta
653,Ishigaki,JP,80.73,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
655,Oyama,JP,80.58,overcast clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
656,Nueve De Julio,AR,70.97,overcast clouds,-35.4444,-60.8831,Grand Hotel Libertad - GHL
658,Quatre Cocos,MU,71.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
659,Honiara,SB,83.32,broken clouds,-9.4333,159.95,Heritage Park Hotel
660,Nago,JP,82.83,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
661,Sulangan,PH,83.12,overcast clouds,11.1373,123.7228,Maia's Beach Resort
662,Derzhavinsk,KZ,52.27,clear sky,51.1,66.3167,Ooo.khim Baza
663,Drayton Valley,CA,57.43,broken clouds,53.2168,-114.9854,Service Plus Inns & Suites (Drayton Valley Hotel)
665,Jardim,BR,73.56,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
