City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
205,Nikolskoye,RU,51.69,light rain,59.7035,30.7861,Tourist House - Sablino
206,Savannah Bight,HN,84.04,scattered clouds,16.45,-85.85,Villa on Dunbar Rock
207,Chippewa Falls,US,79.57,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
208,Nazare,BR,69.98,few clouds,-13.035,-39.0144,Hotel Victória Réghia
209,Quelimane,MZ,75.15,clear sky,-17.8786,36.8883,Hotel Flamingo
212,Alyangula,AU,78.67,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
213,Phangnga,TH,80.64,broken clouds,8.4509,98.5298,Sunimit Mansion
214,Khani,GE,62.17,clear sky,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
215,Durban,ZA,67.93,broken clouds,-29.8579,31.0292,Hilton Durban
217,Sao Sebastiao,BR,63.05,broken clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
218,Zvishavane,ZW,65.08,clear sky,-20.3267,30.0665,Hotel Boutique Runde
219,Los Llanos De Aridane,ES,71.35,few clouds,28.6585,-17.9182,Valle Aridane
222,Yarmouth,US,65.98,clear sky,41.7057,-70.2286,Blue Rock Resort
223,Chuy,UY,58.59,broken clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
224,Mecca,SA,84.61,broken clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
225,Lyubytino,RU,50.45,broken clouds,58.8122,33.3922,"Gostinitsa ""U Mikhalycha"""
226,Cabinda,AO,73.83,overcast clouds,-5.55,12.2,Hotel Maiombe
228,Bredasdorp,ZA,52.66,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
229,Iralaya,HN,79.03,overcast clouds,15.0,-83.2333,Iglesia morava renovada
232,Lethem,GY,79.83,overcast clouds,3.3803,-59.7968,Savannah Inn
233,Santa,PH,77.68,few clouds,17.486,120.4348,Monte Leah Beach Resort
234,Palmer,US,68.61,few clouds,42.1584,-72.3287,Wedgewood Motel
235,Muros,ES,69.84,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
236,Bow Island,CA,69.48,clear sky,49.8668,-111.3684,Silver Sage Motel
240,Buin,CL,59.32,broken clouds,-33.7333,-70.75,Paihuen
241,Grand Forks,US,64.13,few clouds,47.9417,-97.4337,Warrior Inn
243,Abancay,PE,66.24,scattered clouds,-13.6339,-72.8814,Siball Hotel
244,Labuan,MY,75.56,scattered clouds,5.2767,115.2417,Tiara Labuan Hotel
245,Tezu,IN,73.98,overcast clouds,27.9167,96.1667,Circuit House
246,Caravelas,BR,67.93,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
249,Kieta,PG,84.96,light rain,-6.2167,155.6333,Uruna Bay Retreat
250,La Ronge,CA,66.42,broken clouds,55.1001,-105.2842,Northland Motor Hotel
251,Rio Grande,BR,60.94,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
252,Montepuez,MZ,65.41,clear sky,-13.1256,38.9997,PembaAparthotel
253,Calama,CL,64.89,few clouds,-22.4667,-68.9333,Park Hotel Calama
254,Shiyan,CN,70.54,overcast clouds,32.6475,110.7781,Fenghuang Garden Holiday Hotel
255,Codrington,AU,50.59,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
257,Mendi,PG,64.62,overcast clouds,-6.1761,143.6513,Kiburu Lodge
258,Santa Rosa,PH,79.11,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
260,Catalao,BR,74.32,broken clouds,-18.1658,-47.9464,Mara Turismo Hotel
263,Ferme-Neuve,CA,54.16,overcast clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
266,Great Yarmouth,GB,52.41,broken clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
267,Morant Bay,JM,78.42,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
268,Hambantota,LK,78.85,overcast clouds,6.1241,81.1185,Bungalow 63
270,Adiake,CI,74.37,broken clouds,5.2863,-3.304,HOTEL COEUR D'OR
271,Esperance,AU,53.38,scattered clouds,-33.8667,121.9,Hospitality Esperance
272,Naze,JP,77.92,moderate rain,28.3667,129.4833,Shishime Hotel
273,Aljezur,PT,68.0,scattered clouds,37.3191,-8.8033,Amazigh Hostel
275,Cascais,PT,73.94,scattered clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
277,Praia,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
278,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
279,Blackfalds,CA,61.07,broken clouds,52.3834,-113.7853,Microtel Inn & Suites by Wyndham Blackfalds Red Deer North
282,Malindi,KE,74.71,few clouds,-3.2175,40.1191,African House Resort
283,Esil,KZ,51.04,few clouds,51.9556,66.4042,Egorkino Hotel
284,Mporokoso,ZM,72.82,overcast clouds,-9.3727,30.125,Kutemwa lodge
285,Xining,CN,55.89,overcast clouds,36.6167,101.7667,Super Leisure Hotel
286,Muroto,JP,81.7,light rain,33.2833,134.15,Oota Ryokan
287,Bridgton,US,62.78,scattered clouds,44.0548,-70.7128,Noble House Inn
288,Vila Do Maio,CV,79.59,broken clouds,15.1333,-23.2167,Hotel Marilu
289,Erice,IT,71.96,few clouds,38.037,12.5865,I Mulini Resort
291,Morecambe,GB,52.09,broken clouds,54.0684,-2.8611,The Midland
292,Hasaki,JP,81.28,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
293,Tuktoyaktuk,CA,51.8,broken clouds,69.4541,-133.0374,End of The Road Ltd.
294,Nouadhibou,MR,75.18,clear sky,20.931,-17.0347,El Medina
295,Winneba,GH,74.82,overcast clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
298,Kirakira,SB,82.65,broken clouds,-10.4544,161.9205,SanBiz Lodge
299,Itainopolis,BR,82.81,clear sky,-7.4469,-41.4783,Pousada Jenipapo
300,Liverpool,GB,57.7,overcast clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
303,Ballina,AU,67.78,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
305,Leiyang,CN,76.91,clear sky,26.4024,112.8591,Dongyang Hotel
306,Santa Maria,BR,63.7,clear sky,-29.6842,-53.8069,Hotel Morotin
308,Camopi,GF,80.47,scattered clouds,3.1655,-52.3158,La pousada
311,Kiunga,PG,76.01,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
314,Leh,IN,51.69,clear sky,34.1667,77.5833,Hotel Ladakh Greens
315,Aklavik,CA,57.2,broken clouds,68.2191,-135.0107,Aklavik Inn
317,Sungaipenuh,ID,63.21,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
319,Turinsk,RU,57.88,overcast clouds,58.0458,63.696,hotel Arthur
320,Fredericton,CA,59.85,clear sky,45.9454,-66.6656,"Crowne Plaza Fredericton-Lord Beaverbrook, an IHG Hotel"
321,Narathiwat,TH,76.86,light rain,6.3333,101.75,MUSOR
322,Oistins,BB,82.49,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
323,Encruzilhada,BR,64.72,broken clouds,-15.5314,-40.9094,Hotel e Restaurante Rio Pardo
324,Padang,ID,74.86,overcast clouds,-0.9492,100.3543,Mercure Padang
325,Mollendo,PE,61.57,broken clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
326,Jalu,LY,79.92,clear sky,29.0331,21.5482,صاحبة الفخامة
327,Samur,RU,71.46,clear sky,41.8253,48.486,Samur
328,Inhambane,MZ,70.86,clear sky,-23.865,35.3833,Oceano
329,Songjianghe,CN,60.91,scattered clouds,42.1859,127.479,Sijisheng Fashion Guest House
330,Puerto Escondido,MX,74.23,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
331,Amahai,ID,77.31,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
332,Armacao De Pera,PT,74.08,scattered clouds,37.1026,-8.357,VILA VITA Parc Resort & Spa
334,Pasuruan,ID,75.09,broken clouds,-7.6453,112.9075,Pasuruan Hotel
336,Wanlaweyn,SO,74.35,scattered clouds,2.6185,44.8938,GAASHAAN HOME
338,Emerald,AU,65.34,clear sky,-23.5333,148.1667,The Irish Village
339,Bubaque,GW,80.87,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
341,Bouna,CI,71.56,overcast clouds,9.2667,-3.0,Hôtel lababa
343,Aldergrove,CA,70.09,broken clouds,49.058,-122.4709,Best Western Plus Country Meadows Inn
344,San Javier,ES,78.98,few clouds,37.8063,-0.8374,Hotel Mar Menor
345,Safaga,EG,83.98,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
346,Lufilufi,WS,83.98,scattered clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
348,Pokaran,IN,80.24,clear sky,26.9167,71.9167,Motel Pokaran - RTDC
349,Huinan,CN,61.63,clear sky,42.6225,126.2614,Jinxi Fashion Hotel
350,Dongsheng,CN,55.72,few clouds,39.8161,109.9776,Crowne Plaza Ordos
351,La Seyne-Sur-Mer,FR,64.89,clear sky,43.0982,5.8847,Hôtel Première Classe Toulon La Seyne Sur Mer
353,Portsmouth,GB,53.96,scattered clouds,50.799,-1.0913,Royal Beach Hotel
354,Taree,AU,61.11,scattered clouds,-31.9,152.4667,All Seasons Country Lodge Taree
356,Talara,PE,65.91,scattered clouds,-4.5772,-81.2719,Hostal Oro Negro
358,Nancha,CN,58.59,overcast clouds,47.1333,129.2667,Communications Hotel
361,Westport,US,71.42,clear sky,41.1415,-73.3579,The Westport Inn
362,Jining,CN,68.43,clear sky,35.405,116.5814,Yunhe Star Hotel
363,Dubbo,AU,51.93,broken clouds,-32.25,148.6167,Quality Inn Dubbo International
365,Kipini,KE,75.49,clear sky,-2.5257,40.5262,Delta Sea Mall
367,Finschhafen,PG,82.11,broken clouds,-6.6024,147.8681,Oasis Gagidu Ltd
368,Itarema,BR,77.9,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
369,Soe,ID,70.84,overcast clouds,-9.8607,124.284,Dena Hotel
370,Bonavista,CA,52.03,light rain,48.6499,-53.1147,Sweet Sharons bnb
371,Harbour Breton,CA,55.36,overcast clouds,47.4833,-55.7983,Southern Port Hotel
372,Kaeo,NZ,58.96,few clouds,-35.1,173.7833,Bushido Lodge
374,Kistarcsa,HU,52.23,light rain,47.5476,19.2625,Vis Vitalis Hotel
375,Tautira,PF,76.35,light rain,-17.7333,-149.15,Pension Oaoa
376,Broome,US,77.63,clear sky,42.2506,-75.833,Chenango Valley State Park
377,Beckley,US,77.56,clear sky,37.7782,-81.1882,"Country Inn & Suites by Radisson, Beckley, WV"
380,Burien,US,68.92,overcast clouds,47.4704,-122.3468,Red Roof Inn Seattle Airport - SEATAC
381,Buala,SB,83.46,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
383,Marrakesh,MA,75.27,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
385,Abu Zabad,SD,76.6,broken clouds,12.35,29.25,حامد محمد نور
386,Manokwari,ID,80.37,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
387,Price,US,74.12,overcast clouds,39.5994,-110.8107,National 9 - Price River Inn
389,Isangel,VU,80.71,few clouds,-19.55,169.2667,Tanna Lodge
390,Kukshi,IN,75.47,overcast clouds,22.2,74.75,City Pride Hotel
391,Baihar,IN,70.02,broken clouds,22.1,80.55,T3 RESORT & RESEARCH CENTRE
393,Huanuco,PE,68.29,broken clouds,-9.9329,-76.2415,Hostal Miraflores
395,Fukue,JP,80.55,moderate rain,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
397,Mahajanga,MG,71.62,few clouds,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
399,Flinders,AU,62.06,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
400,Salalah,OM,80.69,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
401,Pafos,CY,74.98,clear sky,34.7667,32.4167,Elysium Hotel
402,Balikpapan,ID,77.99,few clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
403,Green River,US,65.98,broken clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
404,Zhangye,CN,69.12,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
407,Cartagena,CO,81.16,overcast clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
408,Karratha,AU,71.28,clear sky,-20.7377,116.8463,ibis Styles Karratha
410,Watsa,CD,63.07,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
413,Tevaitoa,PF,78.12,clear sky,-16.7833,-151.5,Hôtel Raiatea Lodge
415,Richards Bay,ZA,66.04,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
416,Forfar,GB,52.07,overcast clouds,56.6431,-2.8903,Rose Villa Bed & Breakfast
419,Paita,PE,66.09,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
421,Pemangkat,ID,77.43,overcast clouds,1.1667,108.9667,Hotel Duyung Permai 2
423,Abong Mbang,CM,67.21,light rain,3.9833,13.1833,Auberge Angle Sur
424,Hokitika,NZ,54.32,broken clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
426,Jega,NG,77.52,overcast clouds,12.2175,4.3792,ALH. Nasiru Ibrahim
427,Beyneu,KZ,70.21,scattered clouds,45.3167,55.2,NUR
428,Bafq,IR,76.55,clear sky,31.6128,55.4107,Alamdar Hotel
429,Descalvado,BR,65.28,clear sky,-21.9039,-47.6194,Hotel Descalvado
430,Linqu,CN,69.8,clear sky,36.5156,118.5397,Jiaohua Hotel
431,Ahipara,NZ,59.04,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
432,Belmonte,BR,72.46,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
433,Varnavino,RU,51.51,broken clouds,57.4035,45.0916,Sibles PG Inn
434,Mao,ES,68.56,clear sky,39.8885,4.2658,ARTIEM Capri
436,Maine-Soroa,NE,78.03,overcast clouds,13.2114,12.0241,Complexe
438,Sao Francisco Do Sul,BR,60.71,broken clouds,-26.2433,-48.6381,Hotel Kontiki
439,Innisfail,AU,79.18,scattered clouds,-17.5333,146.0333,Moondarra Motel
