City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Ixtapa,MX,2022-09-17 01:18:18,20.7,-105.2,84.22,84,75,9.22
293,Byron Bay,AU,2022-09-17 01:18:18,-28.65,153.6167,77.7,56,100,8.81
294,Sarny,UA,2022-09-17 01:18:19,51.338,26.6019,49.48,84,89,6.53
295,Jaisalmer,IN,2022-09-17 01:18:19,26.9147,70.9181,76.89,80,2,19.75
296,Santa Rosa,PH,2022-09-17 01:18:19,14.3122,121.1114,85.08,70,29,10.04
297,Bilibino,RU,2022-09-17 01:18:20,68.0546,166.4372,36.46,77,100,9.46
298,Hun,LY,2022-09-17 01:18:20,29.1268,15.9477,79.03,26,0,8.97
299,Leshan,CN,2022-09-17 01:18:21,29.5623,103.7639,70.54,93,100,1.68
300,Oktyabrskoye,RU,2022-09-17 01:18:21,43.0645,44.7417,57.34,88,27,4.47
301,Tangi,PK,2022-09-17 01:18:21,34.3006,71.6536,75.2,76,0,2.42
302,Sayan,PE,2022-09-17 01:18:22,-11.1361,-77.1933,68.14,68,10,1.95
303,Santa Cecilia,BR,2022-09-17 01:18:22,-26.9608,-50.4269,46.71,94,66,6.15
304,Usoke,TZ,2022-09-17 01:18:23,-5.1667,32.35,69.71,46,4,8.48
305,Astana,KZ,2022-09-17 01:18:23,51.1801,71.446,30.15,86,0,8.95
306,Pacific Grove,US,2022-09-17 01:16:25,36.6177,-121.9166,72.21,81,75,10.36
307,Barentu,ER,2022-09-17 01:18:23,15.1139,37.5928,70.32,70,5,4.59
308,Bontang,ID,2022-09-17 01:18:24,0.1333,117.5,80.38,82,100,4.45
309,Cabedelo,BR,2022-09-17 01:18:24,-6.9811,-34.8339,74.07,78,40,9.89
310,Creel,MX,2022-09-17 01:18:24,27.75,-107.6333,63.03,57,1,8.52
311,Matara,LK,2022-09-17 01:18:25,5.9485,80.5353,80.04,70,77,11.43
312,Faya,SA,2022-09-17 01:18:25,18.3851,42.4509,64.51,34,43,2.48
313,Kerchevskiy,RU,2022-09-17 01:18:26,59.946,56.2884,49.87,70,98,6.58
314,Opuwo,NA,2022-09-17 01:18:26,-18.0607,13.84,65.34,50,1,3.65
315,Veshenskaya,RU,2022-09-17 01:18:26,49.6303,41.7334,63.09,94,100,8.7
316,Troyes,FR,2022-09-17 01:18:27,48.3333,4.0833,45.37,87,0,6.91
317,Menongue,AO,2022-09-17 01:18:27,-14.6585,17.691,57.33,37,7,3.13
318,Kharp,RU,2022-09-17 01:18:27,66.8014,65.8081,46.78,82,100,4.05
319,Homer,US,2022-09-17 01:18:28,59.6425,-151.5483,54.03,79,100,4.0
320,Pampa,US,2022-09-17 01:18:28,35.5362,-100.9599,88.75,45,0,20.71
321,Shizunai,JP,2022-09-17 01:14:56,42.3339,142.3669,71.82,78,100,18.03
322,San Quintin,MX,2022-09-17 01:18:28,30.4833,-115.95,69.67,74,0,15.17
323,Mar Del Plata,AR,2022-09-17 01:18:29,-38.0023,-57.5575,58.08,93,0,15.99
324,El Alto,PE,2022-09-17 01:18:29,-4.2714,-81.2147,62.76,86,66,13.76
325,Margate,GB,2022-09-17 01:18:29,51.3813,1.3862,52.7,73,53,8.99
326,Aksehir,TR,2022-09-17 01:18:30,38.3575,31.4164,68.31,40,0,2.71
327,Coquimbo,CL,2022-09-17 01:18:30,-29.9533,-71.3436,55.13,87,100,8.05
328,Chumikan,RU,2022-09-17 01:18:30,54.7183,135.315,54.72,53,8,0.47
329,Xinan,CN,2022-09-17 01:18:31,26.72,119.8556,80.51,71,0,3.36
330,Honiara,SB,2022-09-17 01:18:31,-9.4333,159.95,86.27,65,30,5.19
331,Nanortalik,GL,2022-09-17 01:18:31,60.1432,-45.2371,47.53,90,100,10.47
332,Kawalu,ID,2022-09-17 01:18:32,-7.3817,108.2082,75.56,87,98,3.56
333,Male,MV,2022-09-17 01:18:32,4.1748,73.5089,81.34,69,6,4.88
334,Namatanai,PG,2022-09-17 01:18:32,-3.6667,152.4333,85.21,61,11,8.19
335,Awjilah,LY,2022-09-17 01:18:33,29.1081,21.2869,76.77,36,0,7.0
336,Bastos,BR,2022-09-17 01:18:33,-21.9219,-50.7339,63.25,61,0,16.4
337,Mana,GF,2022-09-17 01:18:33,5.6592,-53.7767,80.69,86,90,12.12
338,Teya,RU,2022-09-17 01:18:34,60.3778,92.6267,43.09,90,99,2.77
339,Chuy,UY,2022-09-17 01:18:34,-33.6971,-53.4616,55.98,79,0,10.94
340,Nouadhibou,MR,2022-09-17 01:18:34,20.931,-17.0347,73.38,78,0,21.85
341,Esna,EG,2022-09-17 01:18:35,25.2934,32.554,77.65,33,0,7.56
342,Santiago,CL,2022-09-17 01:16:29,-33.4569,-70.6483,55.85,77,75,4.61
343,Roanoke Rapids,US,2022-09-17 01:18:35,36.4615,-77.6542,68.58,100,0,0.0
344,Port Augusta,AU,2022-09-17 01:18:35,-32.5,137.7667,59.61,52,100,21.43
345,Visby,SE,2022-09-17 01:18:36,57.6409,18.296,56.05,76,75,13.8
346,Umm Lajj,SA,2022-09-17 01:18:36,25.0213,37.2685,83.75,47,9,12.35
347,Kasongo-Lunda,CD,2022-09-17 01:18:36,-6.4667,16.8167,72.68,90,100,2.26
348,Puerto Madero,MX,2022-09-17 01:18:37,14.7208,-92.4215,79.0,100,100,2.3
349,Amahai,ID,2022-09-17 01:18:37,-3.3333,128.9167,78.31,85,100,3.69
350,Portland,US,2022-09-17 01:17:29,45.5234,-122.6762,69.53,66,100,11.5
351,Bogande,BF,2022-09-17 01:18:37,12.9714,-0.1436,75.81,82,100,9.44
352,Tilichiki,RU,2022-09-17 01:18:38,60.4667,166.1,47.19,54,63,18.25
353,Makarov,RU,2022-09-17 01:18:38,48.6333,142.8,60.13,67,100,4.45
354,Renkum,NL,2022-09-17 01:18:38,51.9767,5.7333,52.86,91,75,4.61
355,East London,ZA,2022-09-17 01:18:39,-33.0153,27.9116,64.53,82,100,18.25
356,Gobabis,NA,2022-09-17 01:18:39,-22.45,18.9667,61.25,16,4,8.86
357,Shache,CN,2022-09-17 01:18:39,38.4167,77.2406,70.32,23,100,3.15
358,El Reten,CO,2022-09-17 01:18:40,10.6114,-74.2682,76.21,79,100,4.07
359,Northam,GB,2022-09-17 01:18:40,51.0333,-4.2167,53.62,70,5,5.26
360,Bilma,NE,2022-09-17 01:18:40,18.6853,12.9164,88.79,38,43,8.66
361,Iskateley,RU,2022-09-17 01:18:41,67.6803,53.1512,48.33,93,100,7.31
362,Shu,KZ,2022-09-17 01:18:41,43.5983,73.7614,57.7,35,100,1.07
363,Dalvik,IS,2022-09-17 01:18:41,65.9702,-18.5286,44.53,91,100,3.65
364,Hay River,CA,2022-09-17 01:18:42,60.8156,-115.7999,62.58,55,75,2.3
365,Talaya,RU,2022-09-17 01:18:42,61.3833,152.75,40.14,48,99,13.96
366,Dingle,PH,2022-09-17 01:18:43,10.9995,122.6711,83.37,76,94,10.58
367,Tiarei,PF,2022-09-17 01:18:43,-17.5333,-149.3333,86.02,73,24,23.98
368,Vestmannaeyjar,IS,2022-09-17 01:18:43,63.4427,-20.2734,50.31,85,100,9.13
369,Moron,AR,2022-09-17 01:18:44,-34.6534,-58.6198,68.02,71,100,11.54
370,San Juan,AR,2022-09-17 01:16:09,-31.5375,-68.5364,71.19,18,100,12.53
371,Halifax,CA,2022-09-17 01:15:41,44.6453,-63.5724,57.47,56,82,13.0
372,Montrose,US,2022-09-17 01:18:44,38.4166,-108.2673,56.73,42,100,6.67
373,Touros,BR,2022-09-17 01:18:44,-5.1989,-35.4608,75.29,77,50,12.21
374,Belem De Sao Francisco,BR,2022-09-17 01:18:45,-8.7539,-38.9658,74.55,59,50,17.29
375,Salalah,OM,2022-09-17 01:18:45,17.0151,54.0924,78.89,94,75,8.05
376,Harer,ET,2022-09-17 01:18:45,9.3094,42.1258,59.14,80,41,8.52
377,Goure,NE,2022-09-17 01:18:46,13.9835,10.2704,79.63,69,100,11.39
378,Morgan City,US,2022-09-17 01:14:15,29.6994,-91.2068,81.0,75,34,4.79
379,Mollendo,PE,2022-09-17 01:18:46,-17.0231,-72.0147,60.04,85,7,4.88
380,Tshikapa,CD,2022-09-17 01:18:47,-6.4167,20.8,73.76,83,100,1.81
381,Aquidauana,BR,2022-09-17 01:18:47,-20.4711,-55.7872,70.81,53,2,5.03
382,Ginir,ET,2022-09-17 01:18:47,7.1333,40.7,57.97,73,21,8.32
383,Nipawin,CA,2022-09-17 01:15:42,53.3668,-104.0009,59.04,58,0,6.91
384,Koutsouras,GR,2022-09-17 01:18:48,35.0339,25.9469,70.11,54,0,7.63
385,Ussel,FR,2022-09-17 01:18:48,45.55,2.3167,45.63,98,27,6.2
386,Umm Kaddadah,SD,2022-09-17 01:18:48,13.6017,26.6876,74.82,72,100,15.23
387,Carnot,CF,2022-09-17 01:18:49,4.9409,15.8665,68.09,99,100,2.19
388,Maridi,SS,2022-09-17 01:18:49,4.9158,29.4742,65.73,98,97,2.08
389,Trinidad,BO,2022-09-17 01:18:50,-14.8333,-64.9,73.36,56,14,2.75
390,Tezu,IN,2022-09-17 01:18:50,27.9167,96.1667,77.4,96,99,0.58
391,Capannori,IT,2022-09-17 01:18:50,43.8747,10.5728,74.89,70,99,8.1
392,Natchitoches,US,2022-09-17 01:18:51,31.7668,-93.1335,76.05,78,0,0.0
393,Clyde River,CA,2022-09-17 01:18:51,70.4692,-68.5914,34.03,100,100,9.22
394,Moose Factory,CA,2022-09-17 01:18:51,51.2585,-80.6094,50.0,81,0,5.75
395,Palmerston,AU,2022-09-17 01:18:52,-12.486,130.9833,89.89,62,40,3.44
396,Buin,CL,2022-09-17 01:18:52,-33.7333,-70.75,56.73,92,100,2.21
397,Nabire,ID,2022-09-17 01:18:52,-3.3667,135.4833,75.0,97,100,3.22
398,Boyolangu,ID,2022-09-17 01:18:53,-8.1181,111.8935,79.05,72,46,8.37
399,Domat,CH,2022-09-17 01:18:53,46.8348,9.4508,49.91,99,100,7.07
400,Matiri,TZ,2022-09-17 01:18:53,-10.75,34.9,56.39,70,4,1.5
401,Olafsvik,IS,2022-09-17 01:18:54,64.8945,-23.7142,48.31,84,100,0.38
402,Wageningen,NL,2022-09-17 01:18:54,51.9667,5.6667,52.95,91,75,4.61
403,Lincoln,US,2022-09-17 01:17:48,40.8,-96.667,80.51,60,20,17.27
404,Bodri,IN,2022-09-17 01:18:54,23.1667,81.4333,72.59,93,83,4.29
405,Coos Bay,US,2022-09-17 01:17:14,43.3665,-124.2179,63.93,86,0,14.97
406,Arlit,NE,2022-09-17 01:18:55,18.7369,7.3853,87.84,40,3,11.27
407,Te Anau,NZ,2022-09-17 01:18:55,-45.4167,167.7167,50.54,60,100,1.43
408,Hamilton,US,2022-09-17 01:15:42,39.1834,-84.5333,73.99,77,0,5.75
409,Solnechnyy,RU,2022-09-17 01:18:56,50.7214,136.6319,54.68,71,100,5.26
410,Mount Isa,AU,2022-09-17 01:18:56,-20.7333,139.5,85.77,15,0,10.36
411,Show Low,US,2022-09-17 01:18:56,34.2542,-110.0298,73.69,24,0,14.97
412,Wajima,JP,2022-09-17 01:18:57,37.4,136.9,84.88,69,75,5.75
413,Tual,ID,2022-09-17 01:18:57,-5.6667,132.75,81.63,74,100,8.37
414,Aurillac,FR,2022-09-17 01:18:57,44.9167,2.45,47.01,89,40,4.61
415,Kampene,CD,2022-09-17 01:18:58,-3.6,26.6667,68.97,96,51,2.15
416,Davila,PH,2022-09-17 01:18:58,18.4726,120.5763,85.98,74,90,12.62
417,Nova Serrana,BR,2022-09-17 01:18:58,-19.8761,-44.9836,66.02,80,37,13.33
418,Casas Grandes,MX,2022-09-17 01:18:59,30.3667,-107.95,80.62,35,58,2.57
419,Alofi,NU,2022-09-17 01:18:59,-19.0595,-169.9187,84.09,58,0,10.36
420,Quatre Cocos,MU,2022-09-17 01:18:59,-20.2078,57.7625,71.1,77,13,15.19
421,Grindavik,IS,2022-09-17 01:19:00,63.8424,-22.4338,46.87,93,100,2.3
422,Reinosa,ES,2022-09-17 01:19:00,42.9996,-4.138,53.46,90,82,5.91
423,Gat,IL,2022-09-17 01:19:00,31.61,34.7642,75.88,100,12,4.5
424,Dhidhdhoo,MV,2022-09-17 01:19:01,6.8833,73.1,80.69,75,100,7.2
425,Mari-Turek,RU,2022-09-17 01:19:01,56.7895,49.6235,48.76,84,100,7.7
426,Macherla,IN,2022-09-17 01:19:01,16.4833,79.4333,77.85,76,86,12.97
427,Sao Gabriel Da Cachoeira,BR,2022-09-17 01:19:02,-0.1303,-67.0892,74.25,93,100,1.23
428,Astoria,US,2022-09-17 01:19:02,46.1879,-123.8313,61.59,76,0,5.75
429,Long,TH,2022-09-17 01:19:02,18.0761,99.8326,82.18,95,98,1.61
430,Saldanha,ZA,2022-09-17 01:19:03,-33.0117,17.9442,56.89,86,81,8.1
431,Orje,NO,2022-09-17 01:19:03,59.4802,11.6602,48.83,76,92,6.49
432,Rio Gallegos,AR,2022-09-17 01:19:04,-51.6226,-69.2181,39.25,65,75,5.75
433,Kadyy,RU,2022-09-17 01:19:04,57.787,43.1903,50.54,95,100,9.46
434,Arona,ES,2022-09-17 01:19:04,28.0996,-16.681,69.98,84,20,4.61
435,Kaduqli,SD,2022-09-17 01:19:05,11.0167,29.7167,70.54,95,100,2.19
436,Lavrentiya,RU,2022-09-17 01:19:05,65.5833,-171.0,43.97,96,100,19.35
437,Vao,NC,2022-09-17 01:19:05,-22.6667,167.4833,71.56,68,88,15.19
438,Ribas Do Rio Pardo,BR,2022-09-17 01:19:06,-20.4431,-53.7592,71.06,46,0,10.02
439,Lukaya,UG,2022-09-17 01:19:06,-0.1489,31.8748,63.77,75,26,3.06
440,Barra Do Bugres,BR,2022-09-17 01:19:07,-15.0725,-57.1811,76.69,49,5,3.56
441,Nuuk,GL,2022-09-17 01:19:07,64.1835,-51.7216,56.01,76,75,3.44
442,Altay,CN,2022-09-17 01:19:07,47.8667,88.1167,46.63,42,2,2.55
443,Vanimo,PG,2022-09-17 01:19:08,-2.6741,141.3028,83.48,73,73,8.72
444,Los Llanos De Aridane,ES,2022-09-17 01:19:08,28.6585,-17.9182,71.35,89,0,11.5
445,Barguzin,RU,2022-09-17 01:19:08,53.6167,109.6167,47.75,74,94,4.85
446,Cap Malheureux,MU,2022-09-17 01:19:09,-19.9842,57.6142,71.47,69,0,5.01
447,Dicabisagan,PH,2022-09-17 01:19:09,17.0818,122.4157,84.69,69,99,3.27
448,Boden,SE,2022-09-17 01:19:09,65.8252,21.6886,51.8,94,100,10.78
449,Kaitangata,NZ,2022-09-17 01:19:10,-46.2817,169.8464,54.52,50,10,4.03
450,Yongan,CN,2022-09-17 01:19:10,39.6957,113.6871,69.26,53,15,3.27
451,Tautira,PF,2022-09-17 01:19:10,-17.7333,-149.15,76.37,71,42,21.0
452,Joppatowne,US,2022-09-17 01:14:39,39.4579,-76.3552,68.9,90,0,0.0
453,Chinhoyi,ZW,2022-09-17 01:19:11,-17.3667,30.2,62.49,51,0,6.04
454,Anshan,CN,2022-09-17 01:19:11,41.1236,122.99,66.67,82,93,2.98
455,Cayenne,GF,2022-09-17 01:19:12,4.9333,-52.3333,78.84,83,0,3.44
456,Kununurra,AU,2022-09-17 01:19:12,-15.7667,128.7333,91.38,13,62,11.5
457,Iqaluit,CA,2022-09-17 01:19:12,63.7506,-68.5145,40.69,80,75,0.0
458,Pavlysh,UA,2022-09-17 01:19:13,48.9176,33.3569,58.82,82,100,2.93
459,Jos,NG,2022-09-17 01:19:13,9.9167,8.9,65.17,89,100,2.71
460,Xining,CN,2022-09-17 01:19:13,36.6167,101.7667,55.0,79,99,0.63
461,Beboto,TD,2022-09-17 01:19:14,8.2668,16.939,70.63,98,100,3.56
462,Seljord,NO,2022-09-17 01:19:14,59.4894,8.634,49.68,83,42,6.6
463,Benicarlo,ES,2022-09-17 01:19:14,40.4165,0.4271,70.25,44,5,8.28
464,Bonthe,SL,2022-09-17 01:19:15,7.5264,-12.505,76.55,91,100,6.64
465,Macrohon,PH,2022-09-17 01:19:15,10.0797,124.9431,84.06,73,73,11.5
466,Lazaro Cardenas,MX,2022-09-17 01:19:16,17.9583,-102.2,80.24,83,90,4.27
467,Alice Springs,AU,2022-09-17 01:19:16,-23.7,133.8833,67.55,30,0,10.36
468,Kruisfontein,ZA,2022-09-17 01:19:16,-34.0033,24.7314,55.89,79,100,8.16
469,Muros,ES,2022-09-17 01:19:17,42.7762,-9.0603,65.16,74,100,8.68
470,Vostok,RU,2022-09-17 01:19:17,46.4856,135.8833,52.52,99,100,3.2
471,Thinadhoo,MV,2022-09-17 01:19:17,0.5333,72.9333,81.41,69,20,5.26
472,Terrace Bay,CA,2022-09-17 01:19:18,48.7834,-87.1,52.95,96,100,12.24
473,Shaowu,CN,2022-09-17 01:19:18,27.3409,117.4831,83.77,52,0,0.4
474,Trogir,HR,2022-09-17 01:19:19,43.5125,16.2517,71.8,88,20,2.3
475,Doctor Arroyo,MX,2022-09-17 01:19:19,23.6667,-100.1833,68.47,68,94,5.55
476,Kabompo,ZM,2022-09-17 01:19:19,-13.5927,24.2008,62.74,43,19,6.87
477,Chimoio,MZ,2022-09-17 01:19:20,-19.1164,33.4833,57.06,100,0,2.46
478,Carmarthen,GB,2022-09-17 01:19:20,51.8555,-4.3054,50.9,87,5,4.61
479,Tabou,CI,2022-09-17 01:19:20,4.423,-7.3528,76.3,86,95,10.36
480,Marienburg,PL,2022-09-17 01:19:21,54.0359,19.0266,52.88,71,46,14.23
481,Bielefeld,DE,2022-09-17 01:15:27,52.0333,8.5333,52.05,85,100,12.71
482,Binzhou,CN,2022-09-17 01:19:21,37.3667,118.0167,75.33,60,52,5.88
483,Chapais,CA,2022-09-17 01:17:45,49.7834,-74.8492,44.38,71,6,1.45
484,Berlevag,NO,2022-09-17 01:19:22,70.8578,29.0864,46.4,93,75,26.46
485,Adre,TD,2022-09-17 01:19:22,13.4667,22.2,73.17,81,100,5.82
486,Porto Novo,BJ,2022-09-17 01:19:22,6.4965,2.6036,76.82,90,86,6.02
487,Jand,PK,2022-09-17 01:19:23,33.4299,72.0193,81.45,67,0,5.93
488,Zabaykalsk,RU,2022-09-17 01:19:23,49.6333,117.3167,52.36,63,4,16.84
489,Namtsy,RU,2022-09-17 01:19:23,62.7161,129.6658,46.58,66,100,11.03
490,Quelimane,MZ,2022-09-17 01:19:24,-17.8786,36.8883,67.95,94,20,0.0
491,Hendek,TR,2022-09-17 01:19:24,40.7994,30.7481,72.63,40,0,4.27
492,Muroto,JP,2022-09-17 01:19:24,33.2833,134.15,80.71,90,100,26.55
493,Garissa,KE,2022-09-17 01:19:25,-0.4536,39.6401,71.67,80,12,15.12
494,Fortuna,US,2022-09-17 01:19:25,40.5982,-124.1573,63.93,71,79,5.99
495,Belmonte,BR,2022-09-17 01:19:25,-15.8631,-38.8828,71.78,82,0,3.78
496,Mogadishu,SO,2022-09-17 01:19:26,2.0371,45.3438,77.09,80,100,16.24
497,Ankang,CN,2022-09-17 01:19:26,32.68,109.0172,70.32,80,100,0.4
498,San Cristobal,VE,2022-09-17 01:19:00,7.7669,-72.225,73.58,96,97,3.18
499,Chikwawa,MW,2022-09-17 01:19:27,-16.0335,34.8009,69.98,69,0,1.41
500,Paamiut,GL,2022-09-17 01:19:27,61.994,-49.6678,45.61,99,100,8.21
501,Mayumba,GA,2022-09-17 01:19:27,-3.432,10.6554,73.94,88,100,5.88
502,Brigg,GB,2022-09-17 01:19:27,53.552,-0.4921,48.45,82,20,11.5
503,Gari,RU,2022-09-17 01:19:28,59.4307,62.3497,47.41,64,87,8.37
504,Arkhangelsk,RU,2022-09-17 01:19:28,64.5401,40.5433,51.91,100,75,6.71
505,Yining,CN,2022-09-17 01:19:29,29.0361,114.5636,82.67,51,0,0.94
506,Sola,VU,2022-09-17 01:19:29,-13.8833,167.55,80.31,77,16,19.51
507,Mocuba,MZ,2022-09-17 01:19:29,-16.8392,36.9856,66.11,93,0,3.24
508,Ozinki,RU,2022-09-17 01:19:30,51.1786,49.6769,60.31,86,100,10.92
509,Ramhormoz,IR,2022-09-17 01:19:30,31.28,49.6035,81.34,19,0,4.03
510,Sitka,US,2022-09-17 01:19:30,57.0531,-135.33,62.49,48,40,8.05
511,Milos,GR,2022-09-17 01:19:31,36.75,24.4333,74.93,87,0,19.44
512,Evensk,RU,2022-09-17 01:19:31,61.95,159.2333,47.79,40,76,12.55
513,Beringovskiy,RU,2022-09-17 01:19:31,63.05,179.3167,45.52,95,100,20.49
514,Urengoy,RU,2022-09-17 01:19:32,65.9667,78.3667,46.96,92,100,7.05
515,Muzhi,RU,2022-09-17 01:19:32,65.3667,64.6667,48.0,70,100,7.65
516,Laguna,US,2022-09-17 01:19:32,38.421,-121.4238,85.46,39,0,6.91
517,Neuquen,AR,2022-09-17 01:15:28,-38.9516,-68.0591,62.49,29,0,5.75
518,Karchaghbyur,AM,2022-09-17 01:19:33,40.1705,45.5779,55.42,63,0,2.24
519,Temiscaming,CA,2022-09-17 01:19:33,46.7212,-79.0971,54.95,87,100,2.3
520,Sao Joao Da Barra,BR,2022-09-17 01:19:33,-21.6403,-41.0511,64.2,87,100,12.84
521,Tarrafal,CV,2022-09-17 01:19:34,15.2833,-23.7667,79.59,85,16,11.07
522,Itoman,JP,2022-09-17 01:19:34,26.1247,127.6694,84.97,89,75,20.71
523,Ulundi,ZA,2022-09-17 01:19:34,-28.3352,31.4162,68.09,40,4,5.37
524,Westport,US,2022-09-17 01:15:43,41.1415,-73.3579,67.77,66,0,6.91
525,Morant Bay,JM,2022-09-17 01:19:35,17.8815,-76.4093,85.62,80,11,5.91
526,Vung Tau,VN,2022-09-17 01:19:35,10.346,107.0843,80.69,83,42,9.75
527,Vardo,NO,2022-09-17 01:19:36,70.3705,31.1107,46.38,93,100,24.16
528,Datong,CN,2022-09-17 01:19:36,40.0936,113.2914,69.17,48,19,0.45
529,Salinopolis,BR,2022-09-17 01:19:36,-0.6136,-47.3561,80.17,76,96,13.98
530,Dakar,SN,2022-09-17 01:19:37,14.6937,-17.4441,79.68,84,83,9.69
531,Svetlaya,RU,2022-09-17 01:19:37,46.5389,138.3297,56.91,85,100,2.46
532,Yerbogachen,RU,2022-09-17 01:19:37,61.2767,108.0108,44.04,83,70,8.61
533,Grand Gaube,MU,2022-09-17 01:19:38,-20.0064,57.6608,71.38,69,0,5.01
534,Japura,ID,2022-09-17 01:19:38,-0.3167,102.35,77.74,87,89,1.16
535,Jibuti,DJ,2022-09-17 01:19:38,11.5,42.5,84.76,52,100,5.77
536,Sao Jose Da Coroa Grande,BR,2022-09-17 01:19:39,-8.8978,-35.1478,74.43,70,35,5.57
537,Belyy Yar,RU,2022-09-17 01:19:39,53.6039,91.3903,44.49,64,0,6.71
538,Buffalo,US,2022-09-17 01:19:39,42.8865,-78.8784,66.52,84,75,5.75
539,Kushiro,JP,2022-09-17 01:19:40,42.975,144.3747,61.75,100,75,3.44
540,Sept-Iles,CA,2022-09-17 01:16:34,50.2001,-66.3821,51.06,64,75,9.22
541,Sterlibashevo,RU,2022-09-17 01:19:40,53.4376,55.2578,54.01,92,100,9.48
542,Kargasok,RU,2022-09-17 01:19:41,59.0556,80.8572,46.38,90,98,3.44
543,Vila Franca Do Campo,PT,2022-09-17 01:19:41,37.7167,-25.4333,71.2,92,72,5.68
544,Pahrump,US,2022-09-17 01:19:41,36.2083,-115.9839,87.94,16,0,5.01
545,Kamenskiy,RU,2022-09-17 01:19:42,50.8855,45.488,58.66,98,100,4.59
546,Ust-Kuyga,RU,2022-09-17 01:19:42,70.0167,135.6,39.85,61,100,8.43
547,Nuoro,IT,2022-09-17 01:19:42,40.3211,9.3297,63.41,86,5,9.75
548,Fort Nelson,CA,2022-09-17 01:15:41,58.8053,-122.7002,60.39,39,75,3.44
549,Ati,TD,2022-09-17 01:19:43,13.2154,18.3353,75.78,86,100,8.46
550,Ketchikan,US,2022-09-17 01:19:43,55.3422,-131.6461,55.87,76,40,10.36
551,Nileshwar,IN,2022-09-17 01:19:43,12.25,75.1,76.1,85,32,3.31
552,Iranshahr,IR,2022-09-17 01:19:44,27.2025,60.6848,84.4,17,1,3.96
553,Ishigaki,JP,2022-09-17 01:19:44,24.3448,124.1572,84.33,79,75,16.11
554,Pontes E Lacerda,BR,2022-09-17 01:19:44,-15.2261,-59.3353,78.12,42,3,4.5
555,Golden,US,2022-09-17 01:19:45,39.7555,-105.2211,71.15,43,75,10.36
556,Igarka,RU,2022-09-17 01:19:45,67.4667,86.5833,33.3,70,100,1.54
557,Mpika,ZM,2022-09-17 01:19:45,-11.8343,31.4529,56.5,72,15,5.35
558,Cibitoke,BI,2022-09-17 01:19:46,-2.8833,29.25,64.92,66,22,2.8
559,Guarumal,PA,2022-09-17 01:19:46,8.35,-82.5333,75.29,94,75,2.3
560,Marrakesh,MA,2022-09-17 01:15:04,31.6315,-8.0083,69.87,73,40,5.75
561,Salvador,SV,2022-09-17 01:19:00,13.8333,-88.9167,73.8,97,100,2.82
562,Jackson,US,2022-09-17 01:18:16,42.4165,-122.8345,79.16,39,0,14.97
563,Dandong,CN,2022-09-17 01:19:47,40.1292,124.3947,69.48,91,92,3.65
564,Lata,PT,2022-09-17 01:19:47,40.1629,-8.3327,67.82,93,97,2.86
565,Southbridge,US,2022-09-17 01:19:47,42.0751,-72.0334,60.67,88,74,4.0
566,Camocim,BR,2022-09-17 01:19:48,-2.9022,-40.8411,77.59,81,84,13.33
567,Moranbah,AU,2022-09-17 01:19:48,-22.0016,148.0466,82.69,46,82,10.92
568,Ilawa,PL,2022-09-17 01:19:48,53.596,19.5685,51.78,71,39,10.27
569,Biak,ID,2022-09-17 01:19:48,-0.9131,122.8766,80.44,69,100,4.88
570,Balkhash,KZ,2022-09-17 01:19:49,46.844,74.9804,43.41,56,0,15.66
571,Hovd,MN,2022-09-17 01:19:49,48.0056,91.6419,44.06,65,84,4.5
572,Chizhou,CN,2022-09-17 01:19:50,30.6578,117.4831,80.08,55,0,3.4
